@name	KPS-9566
@filename-kte	kps-9566.kte
@filename-txt	VENDORS/MISC/KPS9566.TXT
@verify-against	http://www.unicode.org/Public/MAPPINGS/VENDORS/MISC/KPS9566.TXT
@cite-author	Unicode, Inc.
@cite-title	KPS 9566-2003 to Unicode
@cite-publisher	Unicode, Inc.
@cite-date	27 April 2011
@cite-url	http://www.unicode.org/Public/MAPPINGS/VENDORS/MISC/KPS9566.TXT
@cite-copyright	2011 Unicode, Inc.
@import	fragments/ascii-all.txt
0x8456	0xB2A4
0x8457	0xB2CB
0x8458	0xB2CD
0x8459	0xB2CE
0x845A	0xB2CF
0x8461	0xB2D1
0x8462	0xB2D3
0x8463	0xB2D4
0x8464	0xB2D5
0x8465	0xB2D6
0x8466	0xB2D7
0x8467	0xB2DA
0x8468	0xB2DE
0x8469	0xB2DF
0x846A	0xB2E0
0x846B	0xB2E1
0x846C	0xB2E3
0x846D	0xB2CA
0x846E	0xB2DC
0x846F	0xB0B7
0x8470	0xB0B9
0x8471	0xB0BA
0x8472	0xB0BB
0x8473	0xB0BD
0x8474	0xB0BE
0x8475	0xB0BF
0x8476	0xB0C0
0x8477	0xB0C1
0x8478	0xB0C2
0x8479	0xB0C3
0x847A	0xB0C6
0x8481	0xB0CA
0x8482	0xB0CB
0x8483	0xB0CC
0x8484	0xB0CD
0x8485	0xB0CE
0x8486	0xB0CF
0x8487	0xB0B6
0x8488	0xB0ED
0x8489	0xB0EF
0x848A	0xB0F0
0x848B	0xB0F1
0x848C	0xB0F2
0x848D	0xB0F3
0x848E	0xB0F4
0x848F	0xB0F5
0x8490	0xB0F6
0x8491	0xB0F7
0x8492	0xB0F8
0x8493	0xB0F9
0x8494	0xB0FA
0x8495	0xB0FB
0x8496	0xB0FC
0x8497	0xB0FD
0x8498	0xB0FE
0x8499	0xB0FF
0x849A	0xB101
0x849B	0xB102
0x849C	0xB103
0x849D	0xB104
0x849E	0xB105
0x849F	0xB106
0x84A0	0xB107
0x84A1	0xB0EE
0x84A2	0xB100
0x84A3	0xB127
0x84A4	0xB129
0x84A5	0xB12A
0x84A6	0xB12B
0x84A7	0xB12D
0x84A8	0xB12E
0x84A9	0xB12F
0x84AA	0xB130
0x84AB	0xB131
0x84AC	0xB132
0x84AD	0xB133
0x84AE	0xB136
0x84AF	0xB13A
0x84B0	0xB13B
0x84B1	0xB13C
0x84B2	0xB13D
0x84B3	0xB13E
0x84B4	0xB13F
0x84B5	0xB126
0x84B6	0xB15D
0x84B7	0xB15F
0x84B8	0xB161
0x84B9	0xB162
0x84BA	0xB163
0x84BB	0xB164
0x84BC	0xB165
0x84BD	0xB166
0x84BE	0xB167
0x84BF	0xB168
0x84C0	0xB169
0x84C1	0xB16A
0x84C2	0xB16B
0x84C3	0xB16C
0x84C4	0xB16D
0x84C5	0xB16E
0x84C6	0xB16F
0x84C7	0xB171
0x84C8	0xB172
0x84C9	0xB173
0x84CA	0xB174
0x84CB	0xB175
0x84CC	0xB176
0x84CD	0xB177
0x84CE	0xB15E
0x84CF	0xB170
0x84D0	0xB1CD
0x84D1	0xB1CF
0x84D2	0xB1D1
0x84D3	0xB1D2
0x84D4	0xB1D3
0x84D5	0xB1D5
0x84D6	0xB1D6
0x84D7	0xB1D7
0x84D8	0xB1D8
0x84D9	0xB1D9
0x84DA	0xB1DA
0x84DB	0xB1DB
0x84DC	0xB1DE
0x84DD	0xB1E1
0x84DE	0xB1E2
0x84DF	0xB1E3
0x84E0	0xB1E4
0x84E1	0xB1E5
0x84E2	0xB1E6
0x84E3	0xB1E7
0x84E4	0xB1CE
0x84E5	0xB1E0
0x84E6	0xB259
0x84E7	0xB25B
0x84E8	0xB25D
0x84E9	0xB25E
0x84EA	0xB25F
0x84EB	0xB261
0x84EC	0xB262
0x84ED	0xB263
0x84EE	0xB264
0x84EF	0xB265
0x84F0	0xB266
0x84F1	0xB267
0x84F2	0xB26A
0x84F3	0xB26B
0x84F4	0xB26E
0x84F5	0xB26F
0x84F6	0xB270
0x84F7	0xB271
0x84F8	0xB272
0x84F9	0xB273
0x84FA	0xB25A
0x84FB	0xB26C
0x84FC	0xB2AD
0x84FD	0xB2AF
0x84FE	0xB2B1
0x8541	0xB2B2
0x8542	0xB2B3
0x8543	0xB2B5
0x8544	0xB2B6
0x8545	0xB2B7
0x8546	0xB2B8
0x8547	0xB2B9
0x8548	0xB2BA
0x8549	0xB2BB
0x854A	0xB2BD
0x854B	0xB2BE
0x854C	0xB2BF
0x854D	0xB2C2
0x854E	0xB2C3
0x854F	0xB2C4
0x8550	0xB2C5
0x8551	0xB2C6
0x8552	0xB2C7
0x8553	0xB2AE
0x8554	0xB2C0
0x8555	0xB195
0x8556	0xB197
0x8557	0xB199
0x8558	0xB19A
0x8559	0xB19B
0x855A	0xB19D
0x8561	0xB19E
0x8562	0xB19F
0x8563	0xB1A0
0x8564	0xB1A1
0x8565	0xB1A2
0x8566	0xB1A3
0x8567	0xB1A4
0x8568	0xB1A5
0x8569	0xB1A6
0x856A	0xB1A9
0x856B	0xB1AA
0x856C	0xB1AB
0x856D	0xB1AC
0x856E	0xB1AD
0x856F	0xB1AE
0x8570	0xB1AF
0x8571	0xB196
0x8572	0xB221
0x8573	0xB223
0x8574	0xB224
0x8575	0xB225
0x8576	0xB226
0x8577	0xB227
0x8578	0xB229
0x8579	0xB22A
0x857A	0xB22B
0x8581	0xB22C
0x8582	0xB22D
0x8583	0xB22E
0x8584	0xB22F
0x8585	0xB230
0x8586	0xB231
0x8587	0xB232
0x8588	0xB235
0x8589	0xB236
0x858A	0xB237
0x858B	0xB238
0x858C	0xB239
0x858D	0xB23A
0x858E	0xB23B
0x858F	0xB222
0x8590	0xB1B1
0x8591	0xB1B3
0x8592	0xB1B4
0x8593	0xB1B5
0x8594	0xB1B6
0x8595	0xB1B7
0x8596	0xB1B8
0x8597	0xB1B9
0x8598	0xB1BA
0x8599	0xB1BB
0x859A	0xB1BC
0x859B	0xB1BD
0x859C	0xB1BE
0x859D	0xB1BF
0x859E	0xB1C0
0x859F	0xB1C1
0x85A0	0xB1C2
0x85A1	0xB1C3
0x85A2	0xB1C5
0x85A3	0xB1C6
0x85A4	0xB1C7
0x85A5	0xB1C8
0x85A6	0xB1C9
0x85A7	0xB1CA
0x85A8	0xB1CB
0x85A9	0xB1B2
0x85AA	0xB1C4
0x85AB	0xB23D
0x85AC	0xB23F
0x85AD	0xB240
0x85AE	0xB241
0x85AF	0xB242
0x85B0	0xB243
0x85B1	0xB244
0x85B2	0xB245
0x85B3	0xB246
0x85B4	0xB247
0x85B5	0xB248
0x85B6	0xB249
0x85B7	0xB24A
0x85B8	0xB24B
0x85B9	0xB24C
0x85BA	0xB24D
0x85BB	0xB24E
0x85BC	0xB24F
0x85BD	0xB251
0x85BE	0xB252
0x85BF	0xB253
0x85C0	0xB254
0x85C1	0xB255
0x85C2	0xB256
0x85C3	0xB257
0x85C4	0xB23E
0x85C5	0xB250
0x85C6	0xB2E7
0x85C7	0xB2E9
0x85C8	0xB2EA
0x85C9	0xB2F0
0x85CA	0xB2F1
0x85CB	0xB2F6
0x85CC	0xB2FC
0x85CD	0xB2FD
0x85CE	0xB31D
0x85CF	0xB31F
0x85D0	0xB320
0x85D1	0xB321
0x85D2	0xB322
0x85D3	0xB323
0x85D4	0xB324
0x85D5	0xB325
0x85D6	0xB326
0x85D7	0xB327
0x85D8	0xB328
0x85D9	0xB329
0x85DA	0xB32A
0x85DB	0xB32B
0x85DC	0xB32C
0x85DD	0xB32D
0x85DE	0xB32E
0x85DF	0xB32F
0x85E0	0xB331
0x85E1	0xB332
0x85E2	0xB333
0x85E3	0xB334
0x85E4	0xB335
0x85E5	0xB336
0x85E6	0xB337
0x85E7	0xB31E
0x85E8	0xB330
0x85E9	0xB357
0x85EA	0xB359
0x85EB	0xB35A
0x85EC	0xB35D
0x85ED	0xB360
0x85EE	0xB361
0x85EF	0xB362
0x85F0	0xB363
0x85F1	0xB366
0x85F2	0xB36A
0x85F3	0xB36C
0x85F4	0xB36D
0x85F5	0xB38D
0x85F6	0xB38F
0x85F7	0xB391
0x85F8	0xB392
0x85F9	0xB393
0x85FA	0xB395
0x85FB	0xB396
0x85FC	0xB397
0x85FD	0xB398
0x85FE	0xB399
0x8641	0xB39A
0x8642	0xB39B
0x8643	0xB39C
0x8644	0xB39D
0x8645	0xB39E
0x8646	0xB39F
0x8647	0xB3A2
0x8648	0xB3A3
0x8649	0xB3A4
0x864A	0xB3A5
0x864B	0xB3A6
0x864C	0xB3A7
0x864D	0xB38E
0x864E	0xB3C7
0x864F	0xB3C9
0x8650	0xB3CA
0x8651	0xB3CD
0x8652	0xB3CF
0x8653	0xB3D1
0x8654	0xB3D2
0x8655	0xB3D3
0x8656	0xB3D6
0x8657	0xB3DA
0x8658	0xB3DC
0x8659	0xB3DE
0x865A	0xB3DF
0x8661	0xB3C6
0x8662	0xB3D8
0x8663	0xB435
0x8664	0xB437
0x8665	0xB438
0x8666	0xB439
0x8667	0xB43A
0x8668	0xB43B
0x8669	0xB43C
0x866A	0xB43D
0x866B	0xB43E
0x866C	0xB43F
0x866D	0xB440
0x866E	0xB441
0x866F	0xB442
0x8670	0xB443
0x8671	0xB444
0x8672	0xB445
0x8673	0xB446
0x8674	0xB447
0x8675	0xB449
0x8676	0xB44A
0x8677	0xB44B
0x8678	0xB44C
0x8679	0xB44D
0x867A	0xB44E
0x8681	0xB44F
0x8682	0xB436
0x8683	0xB448
0x8684	0xB453
0x8685	0xB455
0x8686	0xB456
0x8687	0xB457
0x8688	0xB459
0x8689	0xB45A
0x868A	0xB45B
0x868B	0xB45C
0x868C	0xB45D
0x868D	0xB45E
0x868E	0xB45F
0x868F	0xB462
0x8690	0xB466
0x8691	0xB467
0x8692	0xB468
0x8693	0xB469
0x8694	0xB46A
0x8695	0xB46B
0x8696	0xB452
0x8697	0xB464
0x8698	0xB4C1
0x8699	0xB4C3
0x869A	0xB4C5
0x869B	0xB4C6
0x869C	0xB4C7
0x869D	0xB4C9
0x869E	0xB4CA
0x869F	0xB4CB
0x86A0	0xB4CC
0x86A1	0xB4CD
0x86A2	0xB4CE
0x86A3	0xB4CF
0x86A4	0xB4D1
0x86A5	0xB4D2
0x86A6	0xB4D3
0x86A7	0xB4D6
0x86A8	0xB4D7
0x86A9	0xB4D8
0x86AA	0xB4D9
0x86AB	0xB4DA
0x86AC	0xB4DB
0x86AD	0xB4C2
0x86AE	0xB4D4
0x86AF	0xB4DF
0x86B0	0xB4E1
0x86B1	0xB4E2
0x86B2	0xB4E8
0x86B3	0xB4E9
0x86B4	0xB4EA
0x86B5	0xB4EB
0x86B6	0xB4EE
0x86B7	0xB4F2
0x86B8	0xB4F3
0x86B9	0xB4F4
0x86BA	0xB4F5
0x86BB	0xB4F6
0x86BC	0xB4F7
0x86BD	0xB4DE
0x86BE	0xB4F0
0x86BF	0xB517
0x86C0	0xB519
0x86C1	0xB51A
0x86C2	0xB51D
0x86C3	0xB51E
0x86C4	0xB51F
0x86C5	0xB520
0x86C6	0xB521
0x86C7	0xB522
0x86C8	0xB523
0x86C9	0xB526
0x86CA	0xB52B
0x86CB	0xB52C
0x86CC	0xB52D
0x86CD	0xB52F
0x86CE	0xB516
0x86CF	0xB303
0x86D0	0xB305
0x86D1	0xB306
0x86D2	0xB307
0x86D3	0xB309
0x86D4	0xB30A
0x86D5	0xB30B
0x86D6	0xB30C
0x86D7	0xB30D
0x86D8	0xB30E
0x86D9	0xB30F
0x86DA	0xB312
0x86DB	0xB316
0x86DC	0xB317
0x86DD	0xB318
0x86DE	0xB319
0x86DF	0xB31A
0x86E0	0xB31B
0x86E1	0xB302
0x86E2	0xB339
0x86E3	0xB33B
0x86E4	0xB33C
0x86E5	0xB33D
0x86E6	0xB33E
0x86E7	0xB33F
0x86E8	0xB340
0x86E9	0xB341
0x86EA	0xB342
0x86EB	0xB343
0x86EC	0xB344
0x86ED	0xB345
0x86EE	0xB346
0x86EF	0xB347
0x86F0	0xB348
0x86F1	0xB349
0x86F2	0xB34A
0x86F3	0xB34B
0x86F4	0xB34D
0x86F5	0xB34E
0x86F6	0xB34F
0x86F7	0xB350
0x86F8	0xB351
0x86F9	0xB352
0x86FA	0xB353
0x86FB	0xB33A
0x86FC	0xB34C
0x86FD	0xB373
0x86FE	0xB375
0x8741	0xB376
0x8742	0xB379
0x8743	0xB37A
0x8744	0xB37B
0x8745	0xB37C
0x8746	0xB37D
0x8747	0xB37E
0x8748	0xB37F
0x8749	0xB382
0x874A	0xB386
0x874B	0xB387
0x874C	0xB388
0x874D	0xB389
0x874E	0xB38A
0x874F	0xB38B
0x8750	0xB372
0x8751	0xB3A9
0x8752	0xB3AB
0x8753	0xB3AD
0x8754	0xB3AE
0x8755	0xB3AF
0x8756	0xB3B0
0x8757	0xB3B1
0x8758	0xB3B2
0x8759	0xB3B3
0x875A	0xB3B4
0x8761	0xB3B5
0x8762	0xB3B6
0x8763	0xB3B7
0x8764	0xB3B8
0x8765	0xB3B9
0x8766	0xB3BA
0x8767	0xB3BB
0x8768	0xB3BD
0x8769	0xB3BE
0x876A	0xB3BF
0x876B	0xB3C0
0x876C	0xB3C1
0x876D	0xB3C2
0x876E	0xB3C3
0x876F	0xB3AA
0x8770	0xB3BC
0x8771	0xB419
0x8772	0xB41B
0x8773	0xB41D
0x8774	0xB41E
0x8775	0xB41F
0x8776	0xB421
0x8777	0xB422
0x8778	0xB423
0x8779	0xB424
0x877A	0xB425
0x8781	0xB426
0x8782	0xB427
0x8783	0xB42A
0x8784	0xB42E
0x8785	0xB42F
0x8786	0xB430
0x8787	0xB431
0x8788	0xB432
0x8789	0xB433
0x878A	0xB41A
0x878B	0xB4A7
0x878C	0xB4A9
0x878D	0xB4AA
0x878E	0xB4AB
0x878F	0xB4AD
0x8790	0xB4AE
0x8791	0xB4AF
0x8792	0xB4B0
