@name	KPS-9566
@filename-kte	kps-9566.kte
@filename-txt	VENDORS/MISC/KPS9566.TXT
@verify-against	http://www.unicode.org/Public/MAPPINGS/VENDORS/MISC/KPS9566.TXT
@cite-author	Unicode, Inc.
@cite-title	KPS 9566-2003 to Unicode
@cite-publisher	Unicode, Inc.
@cite-date	27 April 2011
@cite-url	http://www.unicode.org/Public/MAPPINGS/VENDORS/MISC/KPS9566.TXT
@cite-copyright	2011 Unicode, Inc.
@import	fragments/ascii-all.txt
0x93AD	0xC95F
0x93AE	0xC962
0x93AF	0xC965
0x93B0	0xC966
0x93B1	0xC967
0x93B2	0xC968
0x93B3	0xC969
0x93B4	0xC96A
0x93B5	0xC96B
0x93B6	0xC952
0x93B7	0xC964
0x93B8	0xC9A5
0x93B9	0xC9A7
0x93BA	0xC9A8
0x93BB	0xC9A9
0x93BC	0xC9AA
0x93BD	0xC9AB
0x93BE	0xC9AC
0x93BF	0xC9AD
0x93C0	0xC9AE
0x93C1	0xC9AF
0x93C2	0xC9B0
0x93C3	0xC9B1
0x93C4	0xC9B2
0x93C5	0xC9B3
0x93C6	0xC9B4
0x93C7	0xC9B5
0x93C8	0xC9B6
0x93C9	0xC9B7
0x93CA	0xC9B9
0x93CB	0xC9BA
0x93CC	0xC9BB
0x93CD	0xC9BC
0x93CE	0xC9BD
0x93CF	0xC9BE
0x93D0	0xC9BF
0x93D1	0xC9A6
0x93D2	0xC9B8
0x93D3	0xC88F
0x93D4	0xC891
0x93D5	0xC892
0x93D6	0xC893
0x93D7	0xC895
0x93D8	0xC896
0x93D9	0xC897
0x93DA	0xC898
0x93DB	0xC899
0x93DC	0xC89A
0x93DD	0xC89B
0x93DE	0xC89C
0x93DF	0xC89E
0x93E0	0xC8A2
0x93E1	0xC8A3
0x93E2	0xC8A4
0x93E3	0xC8A5
0x93E4	0xC8A6
0x93E5	0xC8A7
0x93E6	0xC88E
0x93E7	0xC8A0
0x93E8	0xC919
0x93E9	0xC91B
0x93EA	0xC91C
0x93EB	0xC91D
0x93EC	0xC91E
0x93ED	0xC91F
0x93EE	0xC920
0x93EF	0xC921
0x93F0	0xC922
0x93F1	0xC923
0x93F2	0xC924
0x93F3	0xC925
0x93F4	0xC926
0x93F5	0xC927
0x93F6	0xC928
0x93F7	0xC929
0x93F8	0xC92A
0x93F9	0xC92B
0x93FA	0xC92D
0x93FB	0xC92E
0x93FC	0xC92F
0x93FD	0xC930
0x93FE	0xC931
0x9441	0xC932
0x9442	0xC933
0x9443	0xC91A
0x9444	0xC8A9
0x9445	0xC8AB
0x9446	0xC8AC
0x9447	0xC8AD
0x9448	0xC8AE
0x9449	0xC8AF
0x944A	0xC8B0
0x944B	0xC8B1
0x944C	0xC8B2
0x944D	0xC8B3
0x944E	0xC8B4
0x944F	0xC8B5
0x9450	0xC8B6
0x9451	0xC8B7
0x9452	0xC8B8
0x9453	0xC8B9
0x9454	0xC8BA
0x9455	0xC8BB
0x9456	0xC8BE
0x9457	0xC8BF
0x9458	0xC8C0
0x9459	0xC8C1
0x945A	0xC8C2
0x9461	0xC8C3
0x9462	0xC8AA
0x9463	0xC935
0x9464	0xC937
0x9465	0xC939
0x9466	0xC93A
0x9467	0xC93B
0x9468	0xC93D
0x9469	0xC93E
0x946A	0xC93F
0x946B	0xC940
0x946C	0xC941
0x946D	0xC942
0x946E	0xC943
0x946F	0xC946
0x9470	0xC947
0x9471	0xC949
0x9472	0xC94A
0x9473	0xC94B
0x9474	0xC94C
0x9475	0xC94D
0x9476	0xC94E
0x9477	0xC94F
0x9478	0xC936
0x9479	0xCC2B
0x947A	0xCC2D
0x9481	0xCC2F
0x9482	0xCC31
0x9483	0xCC32
0x9484	0xCC33
0x9485	0xCC34
0x9486	0xCC35
0x9487	0xCC36
0x9488	0xCC37
0x9489	0xCC3A
0x948A	0xCC3F
0x948B	0xCC40
0x948C	0xCC41
0x948D	0xCC42
0x948E	0xCC43
0x948F	0xCC2A
0x9490	0xCC61
0x9491	0xCC63
0x9492	0xCC65
0x9493	0xCC67
0x9494	0xCC69
0x9495	0xCC6A
0x9496	0xCC6B
0x9497	0xCC6C
0x9498	0xCC6D
0x9499	0xCC6E
0x949A	0xCC6F
0x949B	0xCC72
0x949C	0xCC73
0x949D	0xCC76
0x949E	0xCC77
0x949F	0xCC78
0x94A0	0xCC79
0x94A1	0xCC7A
0x94A2	0xCC7B
0x94A3	0xCC62
0x94A4	0xCC74
0x94A5	0xCC9B
0x94A6	0xCC9D
0x94A7	0xCC9E
0x94A8	0xCC9F
0x94A9	0xCCA1
0x94AA	0xCCA2
0x94AB	0xCCA3
0x94AC	0xCCA4
0x94AD	0xCCA5
0x94AE	0xCCA6
0x94AF	0xCCA7
0x94B0	0xCCAA
0x94B1	0xCCAE
0x94B2	0xCCAF
0x94B3	0xCCB0
0x94B4	0xCCB1
0x94B5	0xCCB2
0x94B6	0xCCB3
0x94B7	0xCC9A
0x94B8	0xCCD3
0x94B9	0xCCD5
0x94BA	0xCCD6
0x94BB	0xCCD7
0x94BC	0xCCD9
0x94BD	0xCCDA
0x94BE	0xCCDB
0x94BF	0xCCDC
0x94C0	0xCCDD
0x94C1	0xCCDE
0x94C2	0xCCDF
0x94C3	0xCCE0
0x94C4	0xCCE1
0x94C5	0xCCE2
0x94C6	0xCCE3
0x94C7	0xCCE5
0x94C8	0xCCE6
0x94C9	0xCCE7
0x94CA	0xCCE8
0x94CB	0xCCE9
0x94CC	0xCCEA
0x94CD	0xCCEB
0x94CE	0xCCD2
0x94CF	0xCD0B
0x94D0	0xCD0D
0x94D1	0xCD0E
0x94D2	0xCD0F
0x94D3	0xCD11
0x94D4	0xCD12
0x94D5	0xCD13
0x94D6	0xCD14
0x94D7	0xCD15
0x94D8	0xCD16
0x94D9	0xCD17
0x94DA	0xCD1A
0x94DB	0xCD1E
0x94DC	0xCD1F
0x94DD	0xCD20
0x94DE	0xCD21
0x94DF	0xCD22
0x94E0	0xCD23
0x94E1	0xCD0A
0x94E2	0xCD1C
0x94E3	0xCD79
0x94E4	0xCD7B
0x94E5	0xCD7D
0x94E6	0xCD7E
0x94E7	0xCD7F
0x94E8	0xCD81
0x94E9	0xCD82
0x94EA	0xCD83
0x94EB	0xCD84
0x94EC	0xCD85
0x94ED	0xCD86
0x94EE	0xCD87
0x94EF	0xCD89
0x94F0	0xCD8A
0x94F1	0xCD8B
0x94F2	0xCD8D
0x94F3	0xCD8E
0x94F4	0xCD8F
0x94F5	0xCD90
0x94F6	0xCD91
0x94F7	0xCD92
0x94F8	0xCD93
0x94F9	0xCD7A
0x94FA	0xCD8C
0x94FB	0xCD97
0x94FC	0xCD99
0x94FD	0xCD9A
0x94FE	0xCD9D
0x9541	0xCD9E
0x9542	0xCD9F
0x9543	0xCDA0
0x9544	0xCDA1
0x9545	0xCDA2
0x9546	0xCDA3
0x9547	0xCDA6
0x9548	0xCDAA
0x9549	0xCDAB
0x954A	0xCDAC
0x954B	0xCDAD
0x954C	0xCDAE
0x954D	0xCDAF
0x954E	0xCD96
0x954F	0xCDA8
0x9550	0xCE05
0x9551	0xCE07
0x9552	0xCE09
0x9553	0xCE0A
0x9554	0xCE0B
0x9555	0xCE0D
0x9556	0xCE0E
0x9557	0xCE0F
0x9558	0xCE10
0x9559	0xCE11
0x955A	0xCE12
0x9561	0xCE13
0x9562	0xCE15
0x9563	0xCE16
0x9564	0xCE17
0x9565	0xCE1A
0x9566	0xCE1B
0x9567	0xCE1C
0x9568	0xCE1D
0x9569	0xCE1E
0x956A	0xCE1F
0x956B	0xCE06
0x956C	0xCE18
0x956D	0xCE23
0x956E	0xCE25
0x956F	0xCE26
0x9570	0xCE27
0x9571	0xCE29
0x9572	0xCE2A
0x9573	0xCE2B
0x9574	0xCE2C
0x9575	0xCE2D
0x9576	0xCE2E
0x9577	0xCE2F
0x9578	0xCE32
0x9579	0xCE36
0x957A	0xCE37
0x9581	0xCE38
0x9582	0xCE39
0x9583	0xCE3A
0x9584	0xCE3B
0x9585	0xCE22
0x9586	0xCE34
0x9587	0xCE5B
0x9588	0xCE5D
0x9589	0xCE5E
0x958A	0xCE62
0x958B	0xCE63
0x958C	0xCE64
0x958D	0xCE65
0x958E	0xCE66
0x958F	0xCE67
0x9590	0xCE6A
0x9591	0xCE6E
0x9592	0xCE6F
0x9593	0xCE70
0x9594	0xCE71
0x9595	0xCE72
0x9596	0xCE73
0x9597	0xCE5A
0x9598	0xCE6C
0x9599	0xCC47
0x959A	0xCC49
0x959B	0xCC4A
0x959C	0xCC4B
0x959D	0xCC4D
0x959E	0xCC4E
0x959F	0xCC4F
0x95A0	0xCC50
0x95A1	0xCC51
0x95A2	0xCC52
0x95A3	0xCC53
0x95A4	0xCC56
0x95A5	0xCC5A
0x95A6	0xCC5B
0x95A7	0xCC5C
0x95A8	0xCC5D
0x95A9	0xCC5E
0x95AA	0xCC5F
0x95AB	0xCC46
0x95AC	0xCC7D
0x95AD	0xCC7F
0x95AE	0xCC80
0x95AF	0xCC81
0x95B0	0xCC82
0x95B1	0xCC83
0x95B2	0xCC84
0x95B3	0xCC85
0x95B4	0xCC86
0x95B5	0xCC87
0x95B6	0xCC88
0x95B7	0xCC89
0x95B8	0xCC8A
0x95B9	0xCC8B
0x95BA	0xCC8C
0x95BB	0xCC8D
0x95BC	0xCC8E
0x95BD	0xCC8F
0x95BE	0xCC91
0x95BF	0xCC92
0x95C0	0xCC93
0x95C1	0xCC94
0x95C2	0xCC95
0x95C3	0xCC96
0x95C4	0xCC97
0x95C5	0xCC7E
0x95C6	0xCC90
0x95C7	0xCCB7
0x95C8	0xCCB9
0x95C9	0xCCBA
0x95CA	0xCCBB
0x95CB	0xCCBD
0x95CC	0xCCBE
0x95CD	0xCCBF
0x95CE	0xCCC0
0x95CF	0xCCC1
0x95D0	0xCCC2
0x95D1	0xCCC3
0x95D2	0xCCC6
0x95D3	0xCCCA
0x95D4	0xCCCB
0x95D5	0xCCCC
0x95D6	0xCCCD
0x95D7	0xCCCE
0x95D8	0xCCCF
0x95D9	0xCCB6
0x95DA	0xCCED
0x95DB	0xCCEF
0x95DC	0xCCF1
0x95DD	0xCCF2
0x95DE	0xCCF3
0x95DF	0xCCF4
0x95E0	0xCCF5
0x95E1	0xCCF6
0x95E2	0xCCF7
0x95E3	0xCCF8
0x95E4	0xCCF9
0x95E5	0xCCFA
0x95E6	0xCCFB
0x95E7	0xCCFC
0x95E8	0xCCFD
0x95E9	0xCCFE
0x95EA	0xCCFF
0x95EB	0xCD02
0x95EC	0xCD03
0x95ED	0xCD04
0x95EE	0xCD05
0x95EF	0xCD06
0x95F0	0xCD07
0x95F1	0xCCEE
0x95F2	0xCD00
0x95F3	0xCD5D
0x95F4	0xCD5F
0x95F5	0xCD61
0x95F6	0xCD62
0x95F7	0xCD63
0x95F8	0xCD65
0x95F9	0xCD66
0x95FA	0xCD67
0x95FB	0xCD68
0x95FC	0xCD69
0x95FD	0xCD6A
0x95FE	0xCD6B
0x9641	0xCD6E
0x9642	0xCD72
0x9643	0xCD73
0x9644	0xCD74
0x9645	0xCD75
0x9646	0xCD76
0x9647	0xCD77
0x9648	0xCD5E
0x9649	0xCD70
0x964A	0xCDE9
0x964B	0xCDEB
0x964C	0xCDED
0x964D	0xCDEE
0x964E	0xCDEF
0x964F	0xCDF1
0x9650	0xCDF2
0x9651	0xCDF3
0x9652	0xCDF4
0x9653	0xCDF5
0x9654	0xCDF6
0x9655	0xCDF7
0x9656	0xCDFA
0x9657	0xCDFE
0x9658	0xCDFF
0x9659	0xCE00
0x965A	0xCE01
0x9661	0xCE02
0x9662	0xCE03
0x9663	0xCDEA
0x9664	0xCDFC
0x9665	0xCE3D
0x9666	0xCE3F
0x9667	0xCE40
0x9668	0xCE41
0x9669	0xCE42
0x966A	0xCE43
0x966B	0xCE44
0x966C	0xCE45
0x966D	0xCE46
0x966E	0xCE47
0x966F	0xCE48
0x9670	0xCE49
0x9671	0xCE4A
0x9672	0xCE4B
0x9673	0xCE4C
0x9674	0xCE4D
0x9675	0xCE4E
0x9676	0xCE4F
0x9677	0xCE51
0x9678	0xCE52
0x9679	0xCE53
0x967A	0xCE54
0x9681	0xCE55
0x9682	0xCE56
0x9683	0xCE57
0x9684	0xCE3E
0x9685	0xCE50
0x9686	0xCD27
0x9687	0xCD29
0x9688	0xCD2A
0x9689	0xCD2B
0x968A	0xCD2D
0x968B	0xCD2E
0x968C	0xCD2F
0x968D	0xCD30
0x968E	0xCD31
0x968F	0xCD32
0x9690	0xCD33
0x9691	0xCD34
0x9692	0xCD35
0x9693	0xCD36
0x9694	0xCD37
0x9695	0xCD3A
0x9696	0xCD3B
0x9697	0xCD3C
0x9698	0xCD3D
0x9699	0xCD3E
0x969A	0xCD3F
0x969B	0xCD26
0x969C	0xCD38
0x969D	0xCDB1
0x969E	0xCDB3
0x969F	0xCDB4
0x96A0	0xCDB5
0x96A1	0xCDB6
0x96A2	0xCDB7
0x96A3	0xCDB8
0x96A4	0xCDB9
0x96A5	0xCDBA
0x96A6	0xCDBB
0x96A7	0xCDBC
0x96A8	0xCDBD
0x96A9	0xCDBE
0x96AA	0xCDBF
0x96AB	0xCDC0
0x96AC	0xCDC1
0x96AD	0xCDC2
0x96AE	0xCDC5
0x96AF	0xCDC6
0x96B0	0xCDC7
0x96B1	0xCDC8
0x96B2	0xCDC9
0x96B3	0xCDCA
0x96B4	0xCDCB
0x96B5	0xCDB2
0x96B6	0xCD41
0x96B7	0xCD43
0x96B8	0xCD45
0x96B9	0xCD46
0x96BA	0xCD47
0x96BB	0xCD48
0x96BC	0xCD49
0x96BD	0xCD4A
0x96BE	0xCD4B
0x96BF	0xCD4C
0x96C0	0xCD4D
0x96C1	0xCD4E
0x96C2	0xCD4F
0x96C3	0xCD50
0x96C4	0xCD51
0x96C5	0xCD52
0x96C6	0xCD53
0x96C7	0xCD55
0x96C8	0xCD56
0x96C9	0xCD57
0x96CA	0xCD58
0x96CB	0xCD59
0x96CC	0xCD5A
0x96CD	0xCD5B
0x96CE	0xCD42
0x96CF	0xCD54
0x96D0	0xCDCD
0x96D1	0xCDCF
0x96D2	0xCDD1
0x96D3	0xCDD2
0x96D4	0xCDD3
0x96D5	0xCDD4
0x96D6	0xCDD5
0x96D7	0xCDD6
0x96D8	0xCDD7
0x96D9	0xCDD8
0x96DA	0xCDD9
0x96DB	0xCDDA
0x96DC	0xCDDB
0x96DD	0xCDDC
0x96DE	0xCDDD
0x96DF	0xCDDE
0x96E0	0xCDDF
0x96E1	0xCDE1
0x96E2	0xCDE2
0x96E3	0xCDE3
0x96E4	0xCDE4
0x96E5	0xCDE5
0x96E6	0xCDE6
0x96E7	0xCDE7
0x96E8	0xCDCE
0x96E9	0xCDE0
0x96EA	0xCE77
0x96EB	0xCE79
0x96EC	0xCE7A
0x96ED	0xCE7B
0x96EE	0xCE7D
0x96EF	0xCE7E
0x96F0	0xCE7F
0x96F1	0xCE80
0x96F2	0xCE81
0x96F3	0xCE82
0x96F4	0xCE83
0x96F5	0xCE86
0x96F6	0xCE8A
0x96F7	0xCE8B
0x96F8	0xCE8C
0x96F9	0xCE8D
0x96FA	0xCE8F
0x96FB	0xCE76
0x96FC	0xCEAF
0x96FD	0xCEB1
0x96FE	0xCEB2
0x9741	0xCEB3
0x9742	0xCEB4
0x9743	0xCEB5
0x9744	0xCEB6
0x9745	0xCEB7
0x9746	0xCEB8
0x9747	0xCEB9
0x9748	0xCEBA
0x9749	0xCEBB
0x974A	0xCEBE
0x974B	0xCEBF
0x974C	0xCEC2
0x974D	0xCEC3
0x974E	0xCEC4
0x974F	0xCEC5
0x9750	0xCEC6
0x9751	0xCEC7
0x9752	0xCEAE
0x9753	0xCEC0
0x9754	0xCEE7
0x9755	0xCEE9
0x9756	0xCEEA
0x9757	0xCEED
0x9758	0xCEEE
0x9759	0xCEEF
0x975A	0xCEF0
0x9761	0xCEF1
0x9762	0xCEF2
0x9763	0xCEF3
0x9764	0xCEF6
0x9765	0xCEFA
0x9766	0xCEFB
0x9767	0xCEFC
0x9768	0xCEFF
0x9769	0xCEE6
0x976A	0xCF1D
0x976B	0xCF1F
0x976C	0xCF21
0x976D	0xCF22
0x976E	0xCF23
0x976F	0xCF25
0x9770	0xCF26
0x9771	0xCF27
0x9772	0xCF28
0x9773	0xCF29
0x9774	0xCF2A
0x9775	0xCF2B
0x9776	0xCF2E
0x9777	0xCF32
0x9778	0xCF33
0x9779	0xCF34
0x977A	0xCF35
0x9781	0xCF36
0x9782	0xCF37
0x9783	0xCF1E
0x9784	0xCF57
0x9785	0xCF59
0x9786	0xCF5A
0x9787	0xCF5B
0x9788	0xCF5D
0x9789	0xCF5E
0x978A	0xCF5F
0x978B	0xCF60
0x978C	0xCF61
0x978D	0xCF62
0x978E	0xCF63
0x978F	0xCF66
0x9790	0xCF6A
0x9791	0xCF6B
0x9792	0xCF6C
0x9793	0xCF6D
0x9794	0xCF6E
0x9795	0xCF6F
0x9796	0xCF56
0x9797	0xCF68
0x9798	0xCFC5
0x9799	0xCFC7
0x979A	0xCFC8
0x979B	0xCFC9
0x979C	0xCFCA
0x979D	0xCFCB
0x979E	0xCFCC
0x979F	0xCFCD
0x97A0	0xCFCE
0x97A1	0xCFCF
0x97A2	0xCFD0
0x97A3	0xCFD1
0x97A4	0xCFD2
0x97A5	0xCFD3
0x97A6	0xCFD4
0x97A7	0xCFD5
0x97A8	0xCFD6
0x97A9	0xCFD7
0x97AA	0xCFD9
0x97AB	0xCFDA
0x97AC	0xCFDB
0x97AD	0xCFDC
0x97AE	0xCFDD
0x97AF	0xCFDE
0x97B0	0xCFDF
0x97B1	0xCFC6
0x97B2	0xCFD8
0x97B3	0xCFE3
0x97B4	0xCFE5
0x97B5	0xCFE6
0x97B6	0xCFE7
0x97B7	0xCFE9
0x97B8	0xCFEA
0x97B9	0xCFEB
0x97BA	0xCFEC
0x97BB	0xCFED
0x97BC	0xCFEE
0x97BD	0xCFEF
0x97BE	0xCFF2
0x97BF	0xCFF6
0x97C0	0xCFF7
0x97C1	0xCFF8
0x97C2	0xCFF9
0x97C3	0xCFFA
0x97C4	0xCFFB
0x97C5	0xCFE2
0x97C6	0xCFF4
0x97C7	0xD051
0x97C8	0xD053
0x97C9	0xD055
0x97CA	0xD056
0x97CB	0xD057
0x97CC	0xD059
0x97CD	0xD05A
0x97CE	0xD05B
0x97CF	0xD05C
0x97D0	0xD05D
0x97D1	0xD05E
0x97D2	0xD05F
0x97D3	0xD061
0x97D4	0xD062
0x97D5	0xD063
0x97D6	0xD065
0x97D7	0xD066
0x97D8	0xD067
0x97D9	0xD068
0x97DA	0xD069
0x97DB	0xD06A
0x97DC	0xD06B
0x97DD	0xD052
0x97DE	0xD064
0x97DF	0xD06F
0x97E0	0xD071
0x97E1	0xD072
0x97E2	0xD073
0x97E3	0xD075
0x97E4	0xD076
0x97E5	0xD077
0x97E6	0xD078
0x97E7	0xD079
0x97E8	0xD07A
0x97E9	0xD07B
0x97EA	0xD07E
0x97EB	0xD07F
0x97EC	0xD082
0x97ED	0xD083
0x97EE	0xD084
0x97EF	0xD085
0x97F0	0xD086
0x97F1	0xD087
0x97F2	0xD06E
0x97F3	0xD080
0x97F4	0xD0A7
0x97F5	0xD0A9
0x97F6	0xD0AA
0x97F7	0xD0AB
0x97F8	0xD0AD
0x97F9	0xD0AE
0x97FA	0xD0AF
0x97FB	0xD0B0
0x97FC	0xD0B1
0x97FD	0xD0B2
0x97FE	0xD0B3
0x9841	0xD0B6
0x9842	0xD0BA
0x9843	0xD0BB
0x9844	0xD0BC
0x9845	0xD0BD
0x9846	0xD0BF
0x9847	0xD0A6
0x9848	0xD0B8
0x9849	0xCE93
0x984A	0xCE95
0x984B	0xCE96
0x984C	0xCE97
0x984D	0xCE99
0x984E	0xCE9A
0x984F	0xCE9B
0x9850	0xCE9C
0x9851	0xCE9D
0x9852	0xCE9E
0x9853	0xCE9F
0x9854	0xCEA2
0x9855	0xCEA6
0x9856	0xCEA7
0x9857	0xCEA8
0x9858	0xCEA9
0x9859	0xCEAB
0x985A	0xCE92
0x9861	0xCEC9
0x9862	0xCECB
0x9863	0xCECC
0x9864	0xCECD
0x9865	0xCECE
0x9866	0xCECF
0x9867	0xCED0
0x9868	0xCED1
0x9869	0xCED2
0x986A	0xCED3
0x986B	0xCED4
0x986C	0xCED5
0x986D	0xCED6
0x986E	0xCED7
0x986F	0xCED8
0x9870	0xCED9
0x9871	0xCEDA
0x9872	0xCEDB
0x9873	0xCEDD
0x9874	0xCEDE
0x9875	0xCEDF
0x9876	0xCEE0
0x9877	0xCEE1
0x9878	0xCEE2
0x9879	0xCEE3
0x987A	0xCECA
0x9881	0xCEDC
0x9882	0xCF03
0x9883	0xCF05
0x9884	0xCF06
0x9885	0xCF07
0x9886	0xCF09
0x9887	0xCF0A
0x9888	0xCF0B
0x9889	0xCF0C
0x988A	0xCF0D
0x988B	0xCF0E
0x988C	0xCF0F
0x988D	0xCF12
0x988E	0xCF16
0x988F	0xCF17
0x9890	0xCF18
0x9891	0xCF19
0x9892	0xCF1A
0x9893	0xCF1B
0x9894	0xCF02
0x9895	0xCF14
0x9896	0xCF39
0x9897	0xCF3B
0x9898	0xCF3C
0x9899	0xCF3D
0x989A	0xCF3E
0x989B	0xCF3F
0x989C	0xCF40
0x989D	0xCF41
0x989E	0xCF42
0x989F	0xCF43
0x98A0	0xCF44
0x98A1	0xCF45
0x98A2	0xCF46
0x98A3	0xCF47
0x98A4	0xCF48
0x98A5	0xCF49
0x98A6	0xCF4A
0x98A7	0xCF4B
0x98A8	0xCF4D
0x98A9	0xCF4E
0x98AA	0xCF4F
0x98AB	0xCF50
0x98AC	0xCF51
0x98AD	0xCF52
0x98AE	0xCF53
0x98AF	0xCF3A
0x98B0	0xCF4C
0x98B1	0xCFA9
0x98B2	0xCFAB
0x98B3	0xCFAC
0x98B4	0xCFAD
0x98B5	0xCFAE
0x98B6	0xCFAF
0x98B7	0xCFB1
0x98B8	0xCFB2
0x98B9	0xCFB3
0x98BA	0xCFB4
0x98BB	0xCFB5
0x98BC	0xCFB6
0x98BD	0xCFB7
0x98BE	0xCFB8
0x98BF	0xCFB9
0x98C0	0xCFBA
0x98C1	0xCFBB
0x98C2	0xCFBD
0x98C3	0xCFBE
0x98C4	0xCFBF
0x98C5	0xCFC0
0x98C6	0xCFC1
0x98C7	0xCFC2
0x98C8	0xCFC3
0x98C9	0xCFAA
0x98CA	0xCFBC
0x98CB	0xD037
0x98CC	0xD039
0x98CD	0xD03A
0x98CE	0xD03B
0x98CF	0xD03D
0x98D0	0xD03E
0x98D1	0xD03F
0x98D2	0xD040
0x98D3	0xD041
0x98D4	0xD042
0x98D5	0xD043
0x98D6	0xD046
0x98D7	0xD04A
0x98D8	0xD04B
0x98D9	0xD04C
0x98DA	0xD04D
0x98DB	0xD04E
0x98DC	0xD04F
0x98DD	0xD036
0x98DE	0xD048
0x98DF	0xD089
0x98E0	0xD08B
0x98E1	0xD08C
0x98E2	0xD08D
0x98E3	0xD08E
0x98E4	0xD08F
0x98E5	0xD090
0x98E6	0xD091
0x98E7	0xD092
0x98E8	0xD093
0x98E9	0xD094
0x98EA	0xD095
0x98EB	0xD096
0x98EC	0xD097
0x98ED	0xD098
0x98EE	0xD099
0x98EF	0xD09A
0x98F0	0xD09B
0x98F1	0xD09D
0x98F2	0xD09E
0x98F3	0xD09F
0x98F4	0xD0A0
0x98F5	0xD0A1
0x98F6	0xD0A2
0x98F7	0xD0A3
0x98F8	0xD08A
0x98F9	0xD09C
0x98FA	0xCF73
0x98FB	0xCF75
0x98FC	0xCF76
0x98FD	0xCF77
0x98FE	0xCF79
0x9941	0xCF7A
0x9942	0xCF7B
0x9943	0xCF7C
0x9944	0xCF7D
0x9945	0xCF7E
0x9946	0xCF7F
0x9947	0xCF81
0x9948	0xCF82
0x9949	0xCF83
0x994A	0xCF86
0x994B	0xCF87
0x994C	0xCF88
0x994D	0xCF89
0x994E	0xCF8A
0x994F	0xCF8B
0x9950	0xCF72
0x9951	0xCF84
0x9952	0xCFFD
0x9953	0xCFFF
0x9954	0xD001
0x9955	0xD002
0x9956	0xD003
0x9957	0xD005
0x9958	0xD006
0x9959	0xD007
0x995A	0xD008
0x9961	0xD009
0x9962	0xD00A
0x9963	0xD00B
0x9964	0xD00C
0x9965	0xD00D
0x9966	0xD00E
0x9967	0xD00F
0x9968	0xD012
0x9969	0xD013
0x996A	0xD014
0x996B	0xD015
0x996C	0xD016
0x996D	0xD017
0x996E	0xCFFE
0x996F	0xD010
0x9970	0xCF8D
0x9971	0xCF8F
0x9972	0xCF91
0x9973	0xCF92
0x9974	0xCF93
0x9975	0xCF95
0x9976	0xCF96
0x9977	0xCF97
0x9978	0xCF98
0x9979	0xCF99
0x997A	0xCF9A
0x9981	0xCF9B
0x9982	0xCF9C
0x9983	0xCF9D
0x9984	0xCF9E
0x9985	0xCF9F
0x9986	0xCFA2
0x9987	0xCFA3
0x9988	0xCFA4
0x9989	0xCFA5
0x998A	0xCFA6
0x998B	0xCFA7
0x998C	0xCF8E
0x998D	0xCFA0
0x998E	0xD01B
0x998F	0xD01C
0x9990	0xD01D
0x9991	0xD01E
0x9992	0xD01F
0x9993	0xD021
0x9994	0xD022
0x9995	0xD023
0x9996	0xD024
0x9997	0xD025
0x9998	0xD026
0x9999	0xD027
0x999A	0xD028
0x999B	0xD029
0x999C	0xD02A
0x999D	0xD02B
0x999E	0xD02E
0x999F	0xD02F
0x99A0	0xD030
0x99A1	0xD031
0x99A2	0xD032
0x99A3	0xD033
0x99A4	0xD01A
0x99A5	0xD02C
0x99A6	0xD0C3
0x99A7	0xD0C5
0x99A8	0xD0C6
0x99A9	0xD0C7
0x99AA	0xD0CA
0x99AB	0xD0CB
0x99AC	0xD0CC
0x99AD	0xD0CD
0x99AE	0xD0CE
0x99AF	0xD0CF
0x99B0	0xD0D2
0x99B1	0xD0D6
0x99B2	0xD0D7
0x99B3	0xD0D8
0x99B4	0xD0D9
0x99B5	0xD0DB
0x99B6	0xD0C2
0x99B7	0xD0F9
0x99B8	0xD0FB
0x99B9	0xD0FD
0x99BA	0xD0FE
0x99BB	0xD0FF
0x99BC	0xD100
0x99BD	0xD101
0x99BE	0xD102
0x99BF	0xD103
0x99C0	0xD104
0x99C1	0xD105
0x99C2	0xD106
0x99C3	0xD107
0x99C4	0xD108
0x99C5	0xD109
0x99C6	0xD10A
0x99C7	0xD10B
0x99C8	0xD10E
0x99C9	0xD10F
0x99CA	0xD110
0x99CB	0xD111
0x99CC	0xD112
0x99CD	0xD113
0x99CE	0xD0FA
0x99CF	0xD10C
0x99D0	0xD133
0x99D1	0xD135
0x99D2	0xD136
0x99D3	0xD137
0x99D4	0xD139
0x99D5	0xD13B
0x99D6	0xD13C
0x99D7	0xD13D
0x99D8	0xD13E
0x99D9	0xD13F
0x99DA	0xD142
0x99DB	0xD146
0x99DC	0xD147
0x99DD	0xD148
0x99DE	0xD149
0x99DF	0xD14A
0x99E0	0xD14B
0x99E1	0xD132
0x99E2	0xD169
0x99E3	0xD16B
0x99E4	0xD16D
0x99E5	0xD16E
0x99E6	0xD16F
0x99E7	0xD170
0x99E8	0xD171
0x99E9	0xD172
0x99EA	0xD173
0x99EB	0xD174
0x99EC	0xD175
0x99ED	0xD176
0x99EE	0xD177
0x99EF	0xD178
0x99F0	0xD179
0x99F1	0xD17A
0x99F2	0xD17B
0x99F3	0xD17D
0x99F4	0xD17E
0x99F5	0xD17F
0x99F6	0xD180
0x99F7	0xD181
0x99F8	0xD182
0x99F9	0xD183
0x99FA	0xD16A
0x99FB	0xD1A3
0x99FC	0xD1A5
0x99FD	0xD1A6
0x99FE	0xD1A7
0x9A41	0xD1A9
