@name	CNS 11643
@alias	CNS 11643-1986
@filename-kte	cns-11643.kte
@filename-txt	OBSOLETE/EASTASIA/OTHER/CNS11643.TXT
@verify-against	http://www.unicode.org/Public/MAPPINGS/OBSOLETE/EASTASIA/OTHER/CNS11643.TXT
@cite-author	Unicode, Inc.
@cite-title	CNS 11643-1986 to Unicode table (complete)
@cite-publisher	Unicode, Inc.
@cite-date	21 Oct 1994
@cite-url	http://www.unicode.org/Public/MAPPINGS/OBSOLETE/EASTASIA/OTHER/CNS11643.TXT
@cite-copyright	1991-1994 Unicode, Inc.
0x016630	0x8431
0x016631	0x8475
0x016632	0x8466
0x016633	0x846B
0x016634	0x8449
0x016635	0x846C
0x016636	0x845B
0x016637	0x843C
0x016638	0x8435
0x016639	0x8461
0x01663A	0x8463
0x01663B	0x8469
0x01663C	0x846D
0x01663D	0x8446
0x01663E	0x865E
0x01663F	0x865C
0x016640	0x865F
0x016641	0x86F9
0x016642	0x8713
0x016643	0x8708
0x016644	0x8707
0x016645	0x8700
0x016646	0x86FE
0x016647	0x86FB
0x016648	0x8702
0x016649	0x8703
0x01664A	0x8706
0x01664B	0x870A
0x01664C	0x8859
0x01664D	0x88DF
0x01664E	0x88D4
0x01664F	0x88D9
0x016650	0x88DC
0x016651	0x88D8
0x016652	0x88DD
0x016653	0x88E1
0x016654	0x88CA
0x016655	0x88D5
0x016656	0x88D2
0x016657	0x899C
0x016658	0x89E3
0x016659	0x8A6B
0x01665A	0x8A72
0x01665B	0x8A73
0x01665C	0x8A66
0x01665D	0x8A69
0x01665E	0x8A70
0x01665F	0x8A87
0x016660	0x8A7C
0x016661	0x8A63
0x016662	0x8AA0
0x016663	0x8A71
0x016664	0x8A85
0x016665	0x8A6D
0x016666	0x8A62
0x016667	0x8A6E
0x016668	0x8A6C
0x016669	0x8A79
0x01666A	0x8A7B
0x01666B	0x8A3E
0x01666C	0x8A68
0x01666D	0x8C62
0x01666E	0x8C8A
0x01666F	0x8C89
0x016670	0x8CCA
0x016671	0x8CC7
0x016672	0x8CC8
0x016673	0x8CC4
0x016674	0x8CB2
0x016675	0x8CC3
0x016676	0x8CC2
0x016677	0x8CC5
0x016678	0x8DE1
0x016679	0x8DDF
0x01667A	0x8DE8
0x01667B	0x8DEF
0x01667C	0x8DF3
0x01667D	0x8DFA
0x01667E	0x8DEA
0x016721	0x8DE4
0x016722	0x8DE6
0x016723	0x8EB2
0x016724	0x8F03
0x016725	0x8F09
0x016726	0x8EFE
0x016727	0x8F0A
0x016728	0x8F9F
0x016729	0x8FB2
0x01672A	0x904B
0x01672B	0x904A
0x01672C	0x9053
0x01672D	0x9042
0x01672E	0x9054
0x01672F	0x903C
0x016730	0x9055
0x016731	0x9050
0x016732	0x9047
0x016733	0x904F
0x016734	0x904E
0x016735	0x904D
0x016736	0x9051
0x016737	0x903E
0x016738	0x9041
0x016739	0x9112
0x01673A	0x9117
0x01673B	0x916C
0x01673C	0x916A
0x01673D	0x9169
0x01673E	0x91C9
0x01673F	0x9237
0x016740	0x9257
0x016741	0x9238
0x016742	0x923D
0x016743	0x9240
0x016744	0x923E
0x016745	0x925B
0x016746	0x924B
0x016747	0x9264
0x016748	0x9251
0x016749	0x9234
0x01674A	0x9249
0x01674B	0x924D
0x01674C	0x9245
0x01674D	0x9239
0x01674E	0x923F
0x01674F	0x925A
0x016750	0x9598
0x016751	0x9698
0x016752	0x9694
0x016753	0x9695
0x016754	0x96CD
0x016755	0x96CB
0x016756	0x96C9
0x016757	0x96CA
0x016758	0x96F7
0x016759	0x96FB
0x01675A	0x96F9
0x01675B	0x96F6
0x01675C	0x9756
0x01675D	0x9774
0x01675E	0x9776
0x01675F	0x9810
0x016760	0x9811
0x016761	0x9813
0x016762	0x980A
0x016763	0x9812
0x016764	0x980C
0x016765	0x98FC
0x016766	0x98F4
0x016767	0x98FD
0x016768	0x98FE
0x016769	0x99B3
0x01676A	0x99B1
0x01676B	0x99B4
0x01676C	0x9AE1
0x01676D	0x9CE9
0x01676E	0x9E82
0x01676F	0x9F0E
0x016770	0x9F13
0x016771	0x9F20
0x016772	0x50E7
0x016773	0x50EE
0x016774	0x50E5
0x016775	0x50D6
0x016776	0x50ED
0x016777	0x50DA
0x016778	0x50D5
0x016779	0x50CF
0x01677A	0x50D1
0x01677B	0x50F1
0x01677C	0x50CE
0x01677D	0x50E9
0x01677E	0x5162
0x016821	0x51F3
0x016822	0x5283
0x016823	0x5282
0x016824	0x5331
0x016825	0x53AD
0x016826	0x55FE
0x016827	0x5600
0x016828	0x561B
0x016829	0x5617
0x01682A	0x55FD
0x01682B	0x5614
0x01682C	0x5606
0x01682D	0x5609
0x01682E	0x560D
0x01682F	0x560E
0x016830	0x55F7
0x016831	0x5616
0x016832	0x561F
0x016833	0x5608
0x016834	0x5610
0x016835	0x55F6
0x016836	0x5718
0x016837	0x5716
0x016838	0x5875
0x016839	0x587E
0x01683A	0x5883
0x01683B	0x5893
0x01683C	0x588A
0x01683D	0x5879
0x01683E	0x5885
0x01683F	0x587D
0x016840	0x58FD
0x016841	0x5925
0x016842	0x5922
0x016843	0x5924
0x016844	0x596A
0x016845	0x5969
0x016846	0x5AE1
0x016847	0x5AE6
0x016848	0x5AE9
0x016849	0x5AD7
0x01684A	0x5AD6
0x01684B	0x5AD8
0x01684C	0x5AE3
0x01684D	0x5B75
0x01684E	0x5BDE
0x01684F	0x5BE7
0x016850	0x5BE1
0x016851	0x5BE5
0x016852	0x5BE6
0x016853	0x5BE8
0x016854	0x5BE2
0x016855	0x5BE4
0x016856	0x5BDF
0x016857	0x5C0D
0x016858	0x5C62
0x016859	0x5D84
0x01685A	0x5D87
0x01685B	0x5E5B
0x01685C	0x5E63
0x01685D	0x5E55
0x01685E	0x5E57
0x01685F	0x5E54
0x016860	0x5ED3
0x016861	0x5ED6
0x016862	0x5F0A
0x016863	0x5F46
0x016864	0x5F70
0x016865	0x5FB9
0x016866	0x6147
0x016867	0x613F
0x016868	0x614B
0x016869	0x6177
0x01686A	0x6162
0x01686B	0x6163
0x01686C	0x615F
0x01686D	0x615A
0x01686E	0x6158
0x01686F	0x6175
0x016870	0x622A
0x016871	0x6487
0x016872	0x6458
0x016873	0x6454
0x016874	0x64A4
0x016875	0x6478
0x016876	0x645F
0x016877	0x647A
0x016878	0x6451
0x016879	0x6467
0x01687A	0x6434
0x01687B	0x646D
0x01687C	0x647B
0x01687D	0x6572
0x01687E	0x65A1
0x016921	0x65D7
0x016922	0x65D6
0x016923	0x66A2
0x016924	0x66A8
0x016925	0x669D
0x016926	0x699C
0x016927	0x69A8
0x016928	0x6995
0x016929	0x69C1
0x01692A	0x69AE
0x01692B	0x69D3
0x01692C	0x69CB
0x01692D	0x699B
0x01692E	0x69B7
0x01692F	0x69BB
0x016930	0x69AB
0x016931	0x69B4
0x016932	0x69D0
0x016933	0x69CD
0x016934	0x69AD
0x016935	0x69CC
0x016936	0x69A6
0x016937	0x69C3
0x016938	0x69A3
0x016939	0x6B49
0x01693A	0x6B4C
0x01693B	0x6C33
0x01693C	0x6F33
0x01693D	0x6F14
0x01693E	0x6EFE
0x01693F	0x6F13
0x016940	0x6EF4
0x016941	0x6F29
0x016942	0x6F3E
0x016943	0x6F20
0x016944	0x6F2C
0x016945	0x6F0F
0x016946	0x6F02
0x016947	0x6F22
0x016948	0x6EFF
0x016949	0x6EEF
0x01694A	0x6F06
0x01694B	0x6F31
0x01694C	0x6F38
0x01694D	0x6F32
0x01694E	0x6F23
0x01694F	0x6F15
0x016950	0x6F2B
0x016951	0x6F2F
0x016952	0x6F88
0x016953	0x6F2A
0x016954	0x6EEC
0x016955	0x6F01
0x016956	0x6EF2
0x016957	0x6ECC
0x016958	0x6EF7
0x016959	0x7194
0x01695A	0x7199
0x01695B	0x717D
0x01695C	0x718A
0x01695D	0x7184
0x01695E	0x7192
0x01695F	0x723E
0x016960	0x7292
0x016961	0x7296
0x016962	0x7344
0x016963	0x7350
0x016964	0x7464
0x016965	0x7463
0x016966	0x746A
0x016967	0x7470
0x016968	0x746D
0x016969	0x7504
0x01696A	0x7591
0x01696B	0x7627
0x01696C	0x760D
0x01696D	0x760B
0x01696E	0x7609
0x01696F	0x7613
0x016970	0x76E1
0x016971	0x76E3
0x016972	0x7784
0x016973	0x777D
0x016974	0x777F
0x016975	0x7761
0x016976	0x78C1
0x016977	0x789F
0x016978	0x78A7
0x016979	0x78B3
0x01697A	0x78A9
0x01697B	0x78A3
0x01697C	0x798E
0x01697D	0x798F
0x01697E	0x798D
0x016A21	0x7A2E
0x016A22	0x7A31
0x016A23	0x7AAA
0x016A24	0x7AA9
0x016A25	0x7AED
0x016A26	0x7AEF
0x016A27	0x7BA1
0x016A28	0x7B95
0x016A29	0x7B8B
0x016A2A	0x7B75
0x016A2B	0x7B97
0x016A2C	0x7B9D
0x016A2D	0x7B94
0x016A2E	0x7B8F
0x016A2F	0x7BB8
0x016A30	0x7B87
0x016A31	0x7B84
0x016A32	0x7CB9
0x016A33	0x7CBD
0x016A34	0x7CBE
0x016A35	0x7DBB
0x016A36	0x7DB0
0x016A37	0x7D9C
0x016A38	0x7DBD
0x016A39	0x7DBE
0x016A3A	0x7DA0
0x016A3B	0x7DCA
0x016A3C	0x7DB4
0x016A3D	0x7DB2
0x016A3E	0x7DB1
0x016A3F	0x7DBA
0x016A40	0x7DA2
0x016A41	0x7DBF
0x016A42	0x7DB5
0x016A43	0x7DB8
0x016A44	0x7DAD
0x016A45	0x7DD2
0x016A46	0x7DC7
0x016A47	0x7DAC
0x016A48	0x7F70
0x016A49	0x7FE0
0x016A4A	0x7FE1
0x016A4B	0x7FDF
0x016A4C	0x805E
0x016A4D	0x805A
0x016A4E	0x8087
0x016A4F	0x8150
0x016A50	0x8180
0x016A51	0x818F
0x016A52	0x8188
0x016A53	0x818A
0x016A54	0x817F
0x016A55	0x8182
0x016A56	0x81E7
0x016A57	0x81FA
0x016A58	0x8207
0x016A59	0x8214
0x016A5A	0x821E
0x016A5B	0x824B
0x016A5C	0x84C9
0x016A5D	0x84BF
0x016A5E	0x84C6
0x016A5F	0x84C4
0x016A60	0x8499
0x016A61	0x849E
0x016A62	0x84B2
0x016A63	0x849C
0x016A64	0x84CB
0x016A65	0x84B8
0x016A66	0x84C0
0x016A67	0x84D3
0x016A68	0x8490
0x016A69	0x84BC
0x016A6A	0x84D1
0x016A6B	0x84CA
0x016A6C	0x873F
0x016A6D	0x871C
0x016A6E	0x873B
0x016A6F	0x8722
0x016A70	0x8725
0x016A71	0x8734
0x016A72	0x8718
0x016A73	0x8755
0x016A74	0x8737
0x016A75	0x8729
0x016A76	0x88F3
0x016A77	0x8902
0x016A78	0x88F4
0x016A79	0x88F9
0x016A7A	0x88F8
0x016A7B	0x88FD
0x016A7C	0x88E8
0x016A7D	0x891A
0x016A7E	0x88EF
0x016B21	0x8AA6
0x016B22	0x8A8C
0x016B23	0x8A9E
0x016B24	0x8AA3
0x016B25	0x8A8D
0x016B26	0x8AA1
0x016B27	0x8A93
0x016B28	0x8AA4
0x016B29	0x8AAA
0x016B2A	0x8AA5
0x016B2B	0x8AA8
0x016B2C	0x8A98
0x016B2D	0x8A91
0x016B2E	0x8A9A
0x016B2F	0x8AA7
0x016B30	0x8C6A
0x016B31	0x8C8D
0x016B32	0x8C8C
0x016B33	0x8CD3
0x016B34	0x8CD1
0x016B35	0x8CD2
0x016B36	0x8D6B
0x016B37	0x8D99
0x016B38	0x8D95
0x016B39	0x8DFC
0x016B3A	0x8F14
0x016B3B	0x8F12
0x016B3C	0x8F15
0x016B3D	0x8F13
0x016B3E	0x8FA3
0x016B3F	0x9060
0x016B40	0x9058
0x016B41	0x905C
0x016B42	0x9063
0x016B43	0x9059
0x016B44	0x905E
0x016B45	0x9062
0x016B46	0x905D
0x016B47	0x905B
0x016B48	0x9119
0x016B49	0x9118
0x016B4A	0x911E
0x016B4B	0x9175
0x016B4C	0x9178
0x016B4D	0x9177
0x016B4E	0x9174
0x016B4F	0x9278
0x016B50	0x92AC
0x016B51	0x9280
0x016B52	0x9285
0x016B53	0x9298
0x016B54	0x9296
0x016B55	0x927B
0x016B56	0x9293
0x016B57	0x929C
0x016B58	0x92A8
0x016B59	0x927C
0x016B5A	0x9291
0x016B5B	0x95A1
0x016B5C	0x95A8
0x016B5D	0x95A9
0x016B5E	0x95A3
0x016B5F	0x95A5
0x016B60	0x95A4
0x016B61	0x9699
0x016B62	0x969C
0x016B63	0x969B
0x016B64	0x96CC
0x016B65	0x96D2
0x016B66	0x9700
0x016B67	0x977C
0x016B68	0x9785
0x016B69	0x97F6
0x016B6A	0x9817
0x016B6B	0x9818
0x016B6C	0x98AF
0x016B6D	0x98B1
0x016B6E	0x9903
0x016B6F	0x9905
0x016B70	0x990C
0x016B71	0x9909
0x016B72	0x99C1
0x016B73	0x9AAF
0x016B74	0x9AB0
0x016B75	0x9AE6
0x016B76	0x9B41
0x016B77	0x9B42
0x016B78	0x9CF4
0x016B79	0x9CF6
0x016B7A	0x9CF3
0x016B7B	0x9EBC
0x016B7C	0x9F3B
0x016B7D	0x9F4A
0x016B7E	0x5104
0x016C21	0x5100
0x016C22	0x50FB
0x016C23	0x50F5
0x016C24	0x50F9
0x016C25	0x5102
0x016C26	0x5108
0x016C27	0x5109
0x016C28	0x5105
0x016C29	0x51DC
0x016C2A	0x5287
0x016C2B	0x5288
0x016C2C	0x5289
0x016C2D	0x528D
0x016C2E	0x528A
0x016C2F	0x52F0
0x016C30	0x53B2
0x016C31	0x562E
0x016C32	0x563B
0x016C33	0x5639
0x016C34	0x5632
0x016C35	0x563F
0x016C36	0x5634
0x016C37	0x5629
0x016C38	0x5653
0x016C39	0x564E
0x016C3A	0x5657
0x016C3B	0x5674
0x016C3C	0x5636
0x016C3D	0x562F
0x016C3E	0x5630
0x016C3F	0x5880
0x016C40	0x589F
0x016C41	0x589E
0x016C42	0x58B3
0x016C43	0x589C
0x016C44	0x58AE
0x016C45	0x58A9
0x016C46	0x58A6
0x016C47	0x596D
0x016C48	0x5B09
0x016C49	0x5AFB
0x016C4A	0x5B0B
0x016C4B	0x5AF5
0x016C4C	0x5B0C
0x016C4D	0x5B08
0x016C4E	0x5BEE
0x016C4F	0x5BEC
0x016C50	0x5BE9
0x016C51	0x5BEB
0x016C52	0x5C64
0x016C53	0x5C65
0x016C54	0x5D9D
0x016C55	0x5D94
0x016C56	0x5E62
0x016C57	0x5E5F
0x016C58	0x5E61
0x016C59	0x5EE2
0x016C5A	0x5EDA
0x016C5B	0x5EDF
0x016C5C	0x5EDD
0x016C5D	0x5EE3
0x016C5E	0x5EE0
0x016C5F	0x5F48
0x016C60	0x5F71
0x016C61	0x5FB7
0x016C62	0x5FB5
0x016C63	0x6176
0x016C64	0x6167
0x016C65	0x616E
0x016C66	0x615D
0x016C67	0x6155
0x016C68	0x6182
0x016C69	0x617C
0x016C6A	0x6170
0x016C6B	0x616B
0x016C6C	0x617E
0x016C6D	0x61A7
0x016C6E	0x6190
0x016C6F	0x61AB
0x016C70	0x618E
0x016C71	0x61AC
0x016C72	0x619A
0x016C73	0x61A4
0x016C74	0x6194
0x016C75	0x61AE
0x016C76	0x622E
0x016C77	0x6469
0x016C78	0x646F
0x016C79	0x6479
0x016C7A	0x649E
0x016C7B	0x64B2
0x016C7C	0x6488
0x016C7D	0x6490
0x016C7E	0x64B0
0x016D21	0x64A5
0x016D22	0x6493
0x016D23	0x6495
0x016D24	0x64A9
0x016D25	0x6492
0x016D26	0x64AE
0x016D27	0x64AD
0x016D28	0x64AB
0x016D29	0x649A
0x016D2A	0x64AC
0x016D2B	0x6499
0x016D2C	0x64A2
0x016D2D	0x64B3
0x016D2E	0x6575
0x016D2F	0x6577
0x016D30	0x6578
0x016D31	0x66AE
0x016D32	0x66AB
0x016D33	0x66B4
0x016D34	0x66B1
0x016D35	0x6A23
0x016D36	0x6A1F
0x016D37	0x69E8
0x016D38	0x6A01
0x016D39	0x6A1E
0x016D3A	0x6A19
0x016D3B	0x69FD
0x016D3C	0x6A21
0x016D3D	0x6A13
0x016D3E	0x6A0A
0x016D3F	0x69F3
0x016D40	0x6A02
0x016D41	0x6A05
0x016D42	0x69ED
0x016D43	0x6A11
0x016D44	0x6B50
0x016D45	0x6B4E
0x016D46	0x6BA4
0x016D47	0x6BC5
0x016D48	0x6BC6
0x016D49	0x6F3F
0x016D4A	0x6F7C
0x016D4B	0x6F84
0x016D4C	0x6F51
0x016D4D	0x6F66
0x016D4E	0x6F54
0x016D4F	0x6F86
0x016D50	0x6F6D
0x016D51	0x6F5B
0x016D52	0x6F78
0x016D53	0x6F6E
0x016D54	0x6F8E
0x016D55	0x6F7A
0x016D56	0x6F70
0x016D57	0x6F64
0x016D58	0x6F97
0x016D59	0x6F58
0x016D5A	0x6ED5
0x016D5B	0x6F6F
0x016D5C	0x6F60
0x016D5D	0x6F5F
0x016D5E	0x719F
0x016D5F	0x71AC
0x016D60	0x71B1
0x016D61	0x71A8
0x016D62	0x7256
0x016D63	0x729B
0x016D64	0x734E
0x016D65	0x7357
0x016D66	0x7469
0x016D67	0x748B
0x016D68	0x7483
0x016D69	0x747E
0x016D6A	0x7480
0x016D6B	0x757F
0x016D6C	0x7620
0x016D6D	0x7629
0x016D6E	0x761F
0x016D6F	0x7624
0x016D70	0x7626
0x016D71	0x7621
0x016D72	0x7622
0x016D73	0x769A
0x016D74	0x76BA
0x016D75	0x76E4
0x016D76	0x778E
0x016D77	0x7787
0x016D78	0x778C
0x016D79	0x7791
0x016D7A	0x778B
0x016D7B	0x78CB
0x016D7C	0x78C5
0x016D7D	0x78BA
0x016D7E	0x78CA
0x016E21	0x78BE
0x016E22	0x78D5
0x016E23	0x78BC
0x016E24	0x78D0
0x016E25	0x7A3F
0x016E26	0x7A3C
0x016E27	0x7A40
0x016E28	0x7A3D
0x016E29	0x7A37
0x016E2A	0x7A3B
0x016E2B	0x7AAF
0x016E2C	0x7AAE
0x016E2D	0x7BAD
0x016E2E	0x7BB1
0x016E2F	0x7BC4
0x016E30	0x7BB4
0x016E31	0x7BC6
0x016E32	0x7BC7
0x016E33	0x7BC1
0x016E34	0x7BA0
0x016E35	0x7BCC
0x016E36	0x7CCA
0x016E37	0x7DE0
0x016E38	0x7DF4
0x016E39	0x7DEF
0x016E3A	0x7DFB
0x016E3B	0x7DD8
0x016E3C	0x7DEC
0x016E3D	0x7DDD
0x016E3E	0x7DE8
0x016E3F	0x7DE3
0x016E40	0x7DDA
0x016E41	0x7DDE
0x016E42	0x7DE9
0x016E43	0x7D9E
0x016E44	0x7DD9
0x016E45	0x7DF2
0x016E46	0x7DF9
0x016E47	0x7F75
0x016E48	0x7F77
0x016E49	0x7FAF
0x016E4A	0x7FE9
0x016E4B	0x8026
0x016E4C	0x819B
0x016E4D	0x819C
0x016E4E	0x819D
0x016E4F	0x81A0
0x016E50	0x819A
0x016E51	0x8198
0x016E52	0x8517
0x016E53	0x853D
0x016E54	0x851A
0x016E55	0x84EE
0x016E56	0x852C
0x016E57	0x852D
0x016E58	0x8513
0x016E59	0x8511
0x016E5A	0x8523
0x016E5B	0x8521
0x016E5C	0x8514
0x016E5D	0x84EC
0x016E5E	0x8525
0x016E5F	0x84FF
0x016E60	0x8506
0x016E61	0x8782
0x016E62	0x8774
0x016E63	0x8776
0x016E64	0x8760
0x016E65	0x8766
0x016E66	0x8778
0x016E67	0x8768
0x016E68	0x8759
0x016E69	0x8757
0x016E6A	0x874C
0x016E6B	0x8753
0x016E6C	0x885B
0x016E6D	0x885D
0x016E6E	0x8910
0x016E6F	0x8907
0x016E70	0x8912
0x016E71	0x8913
0x016E72	0x8915
0x016E73	0x890A
0x016E74	0x8ABC
0x016E75	0x8AD2
0x016E76	0x8AC7
0x016E77	0x8AC4
0x016E78	0x8A95
0x016E79	0x8ACB
0x016E7A	0x8AF8
0x016E7B	0x8AB2
0x016E7C	0x8AC9
0x016E7D	0x8AC2
0x016E7E	0x8ABF
0x016F21	0x8AB0
0x016F22	0x8AD6
0x016F23	0x8ACD
0x016F24	0x8AB6
0x016F25	0x8AB9
0x016F26	0x8ADB
0x016F27	0x8C4C
0x016F28	0x8C4E
0x016F29	0x8C6C
0x016F2A	0x8CE0
0x016F2B	0x8CDE
0x016F2C	0x8CE6
0x016F2D	0x8CE4
0x016F2E	0x8CEC
0x016F2F	0x8CED
0x016F30	0x8CE2
0x016F31	0x8CE3
0x016F32	0x8CDC
0x016F33	0x8CEA
0x016F34	0x8CE1
0x016F35	0x8D6D
0x016F36	0x8D9F
0x016F37	0x8DA3
0x016F38	0x8E2B
0x016F39	0x8E10
0x016F3A	0x8E1D
0x016F3B	0x8E22
0x016F3C	0x8E0F
0x016F3D	0x8E29
0x016F3E	0x8E1F
0x016F3F	0x8E21
0x016F40	0x8E1E
0x016F41	0x8EBA
0x016F42	0x8F1D
0x016F43	0x8F1B
0x016F44	0x8F1F
0x016F45	0x8F29
0x016F46	0x8F26
0x016F47	0x8F2A
0x016F48	0x8F1C
0x016F49	0x8F1E
0x016F4A	0x8F25
0x016F4B	0x9069
0x016F4C	0x906E
0x016F4D	0x9068
0x016F4E	0x906D
0x016F4F	0x9077
0x016F50	0x9130
0x016F51	0x912D
0x016F52	0x9127
0x016F53	0x9131
0x016F54	0x9187
0x016F55	0x9189
0x016F56	0x918B
0x016F57	0x9183
0x016F58	0x92C5
0x016F59	0x92BB
0x016F5A	0x92B7
0x016F5B	0x92EA
0x016F5C	0x92E4
0x016F5D	0x92C1
0x016F5E	0x92B3
0x016F5F	0x92BC
0x016F60	0x92D2
0x016F61	0x92C7
0x016F62	0x92F0
0x016F63	0x92B2
0x016F64	0x95AD
0x016F65	0x95B1
0x016F66	0x9704
0x016F67	0x9706
0x016F68	0x9707
0x016F69	0x9709
0x016F6A	0x9760
0x016F6B	0x978D
0x016F6C	0x978B
0x016F6D	0x978F
0x016F6E	0x9821
0x016F6F	0x982B
0x016F70	0x981C
0x016F71	0x98B3
0x016F72	0x990A
0x016F73	0x9913
0x016F74	0x9912
0x016F75	0x9918
0x016F76	0x99DD
0x016F77	0x99D0
0x016F78	0x99DF
0x016F79	0x99DB
0x016F7A	0x99D1
0x016F7B	0x99D5
0x016F7C	0x99D2
0x016F7D	0x99D9
0x016F7E	0x9AB7
0x017021	0x9AEE
0x017022	0x9AEF
0x017023	0x9B27
0x017024	0x9B45
0x017025	0x9B44
0x017026	0x9B77
0x017027	0x9B6F
0x017028	0x9D06
0x017029	0x9D09
0x01702A	0x9D03
0x01702B	0x9EA9
0x01702C	0x9EBE
0x01702D	0x9ECE
0x01702E	0x58A8
0x01702F	0x9F52
0x017030	0x5112
0x017031	0x5118
0x017032	0x5114
0x017033	0x5110
0x017034	0x5115
0x017035	0x5180
0x017036	0x51AA
0x017037	0x51DD
0x017038	0x5291
0x017039	0x5293
0x01703A	0x52F3
0x01703B	0x5659
0x01703C	0x566B
0x01703D	0x5679
0x01703E	0x5669
0x01703F	0x5664
0x017040	0x5678
0x017041	0x566A
0x017042	0x5668
0x017043	0x5665
0x017044	0x5671
0x017045	0x566F
0x017046	0x566C
0x017047	0x5662
0x017048	0x5676
0x017049	0x58C1
0x01704A	0x58BE
0x01704B	0x58C7
0x01704C	0x58C5
0x01704D	0x596E
0x01704E	0x5B1D
0x01704F	0x5B34
0x017050	0x5B78
0x017051	0x5BF0
0x017052	0x5C0E
0x017053	0x5F4A
0x017054	0x61B2
0x017055	0x6191
0x017056	0x61A9
0x017057	0x618A
0x017058	0x61CD
0x017059	0x61B6
0x01705A	0x61BE
0x01705B	0x61CA
0x01705C	0x61C8
0x01705D	0x6230
0x01705E	0x64C5
0x01705F	0x64C1
0x017060	0x64CB
0x017061	0x64BB
0x017062	0x64BC
0x017063	0x64DA
0x017064	0x64C4
0x017065	0x64C7
0x017066	0x64C2
0x017067	0x64CD
0x017068	0x64BF
0x017069	0x64D2
0x01706A	0x64D4
0x01706B	0x64BE
0x01706C	0x6574
0x01706D	0x66C6
0x01706E	0x66C9
0x01706F	0x66B9
0x017070	0x66C4
0x017071	0x66C7
0x017072	0x66B8
0x017073	0x6A3D
0x017074	0x6A38
0x017075	0x6A3A
0x017076	0x6A59
0x017077	0x6A6B
0x017078	0x6A58
0x017079	0x6A39
0x01707A	0x6A44
0x01707B	0x6A62
0x01707C	0x6A61
0x01707D	0x6A4B
0x01707E	0x6A47
0x017121	0x6A35
0x017122	0x6A5F
0x017123	0x6A48
0x017124	0x6B59
0x017125	0x6B77
0x017126	0x6C05
0x017127	0x6FC2
0x017128	0x6FB1
0x017129	0x6FA1
0x01712A	0x6FC3
0x01712B	0x6FA4
0x01712C	0x6FC1
0x01712D	0x6FA7
0x01712E	0x6FB3
0x01712F	0x6FC0
0x017130	0x6FB9
0x017131	0x6FB6
0x017132	0x6FA6
0x017133	0x6FA0
0x017134	0x6FB4
0x017135	0x71BE
0x017136	0x71C9
0x017137	0x71D0
0x017138	0x71D2
0x017139	0x71C8
0x01713A	0x71D5
0x01713B	0x71B9
0x01713C	0x71CE
0x01713D	0x71D9
0x01713E	0x71DC
0x01713F	0x71C3
0x017140	0x71C4
0x017141	0x7368
0x017142	0x749C
0x017143	0x74A3
0x017144	0x7498
0x017145	0x749F
0x017146	0x749E
0x017147	0x74E2
0x017148	0x750C
0x017149	0x750D
0x01714A	0x7634
0x01714B	0x7638
0x01714C	0x763A
0x01714D	0x76E7
0x01714E	0x76E5
0x01714F	0x77A0
0x017150	0x779E
0x017151	0x779F
0x017152	0x77A5
0x017153	0x78E8
0x017154	0x78DA
0x017155	0x78EC
0x017156	0x78E7
0x017157	0x79A6
0x017158	0x7A4D
0x017159	0x7A4E
0x01715A	0x7A46
0x01715B	0x7A4C
0x01715C	0x7A4B
0x01715D	0x7ABA
0x01715E	0x7BD9
0x01715F	0x7C11
0x017160	0x7BC9
0x017161	0x7BE4
0x017162	0x7BDB
0x017163	0x7BE1
0x017164	0x7BE9
0x017165	0x7BE6
0x017166	0x7CD5
0x017167	0x7CD6
0x017168	0x7E0A
0x017169	0x7E11
0x01716A	0x7E08
0x01716B	0x7E1B
0x01716C	0x7E23
0x01716D	0x7E1E
0x01716E	0x7E1D
0x01716F	0x7E09
0x017170	0x7E10
0x017171	0x7F79
0x017172	0x7FB2
0x017173	0x7FF0
0x017174	0x7FF1
0x017175	0x7FEE
0x017176	0x8028
0x017177	0x81B3
0x017178	0x81A9
0x017179	0x81A8
0x01717A	0x81FB
0x01717B	0x8208
0x01717C	0x8258
0x01717D	0x8259
0x01717E	0x854A
0x017221	0x8559
0x017222	0x8548
0x017223	0x8568
0x017224	0x8569
0x017225	0x8543
0x017226	0x8549
0x017227	0x856D
0x017228	0x856A
0x017229	0x855E
0x01722A	0x8783
0x01722B	0x879F
0x01722C	0x879E
0x01722D	0x87A2
0x01722E	0x878D
0x01722F	0x8861
0x017230	0x892A
0x017231	0x8932
0x017232	0x8925
0x017233	0x892B
0x017234	0x8921
0x017235	0x89AA
0x017236	0x89A6
0x017237	0x8AE6
0x017238	0x8AFA
0x017239	0x8AEB
0x01723A	0x8AF1
0x01723B	0x8B00
0x01723C	0x8ADC
0x01723D	0x8AE7
0x01723E	0x8AEE
0x01723F	0x8AFE
0x017240	0x8B01
0x017241	0x8B02
0x017242	0x8AF7
0x017243	0x8AED
0x017244	0x8AF3
0x017245	0x8AF6
0x017246	0x8AFC
0x017247	0x8C6B
0x017248	0x8C6D
0x017249	0x8C93
0x01724A	0x8CF4
0x01724B	0x8E44
0x01724C	0x8E31
0x01724D	0x8E34
0x01724E	0x8E42
0x01724F	0x8E39
0x017250	0x8E35
0x017251	0x8F3B
0x017252	0x8F2F
0x017253	0x8F38
0x017254	0x8F33
0x017255	0x8FA8
0x017256	0x8FA6
